2026-04-20T07:37:21.889660Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.889891Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890008Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890107Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890215Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890312Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
standalone | Starting Airflow Standalone
api-server | 2026-04-20T07:42:34.649919Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8297 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:42:35.199526Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8877 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:42:35.407396Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10977 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:42:35.453946Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=14642 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:42:35.822674Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7492 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:42:36.135079Z [info     ] request finished               [http.access] client_addr=127.0.0.1:37098 duration_us=5886 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:42:37.420023Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=3899 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
dag-processor | 2026-04-20T07:42:37.447629Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:42:37.524022Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7739 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:37.603255Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10423 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:37.689524Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7481 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:42:38.245907Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9939 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:42:38.456117Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=11953 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:42:38.503012Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=13647 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:42:38.817848Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=5645 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:42:40.462186Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7455 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:42:40.567868Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7608 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:40.649859Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=11965 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:40.729745Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8172 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:42:41.149186Z [info     ] request finished               [http.access] client_addr=127.0.0.1:42116 duration_us=7944 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:42:41.290834Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8990 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:42:41.503770Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=11207 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:42:41.548853Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=12632 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:42:41.816044Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=5824 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
dag-processor | 2026-04-20T07:42:42.475179Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:42:43.503440Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=3472 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:42:43.611497Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7796 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:43.695753Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9281 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:43.769424Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=6492 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:42:44.340161Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10950 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:42:44.553953Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10979 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:42:44.596668Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=11612 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:42:44.814783Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=5612 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:42:46.161962Z [info     ] request finished               [http.access] client_addr=127.0.0.1:42120 duration_us=6863 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:42:46.543142Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=4136 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:42:46.661044Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10402 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:46.739805Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10957 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:46.805034Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=6715 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:42:47.388084Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8848 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
dag-processor | 2026-04-20T07:42:47.493830Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:42:47.599486Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9113 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:42:47.646395Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=15424 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:42:47.818114Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=5854 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:42:49.587369Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=4999 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:42:49.705223Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7742 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:49.784595Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9500 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:42:49.843339Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7099 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:42:50.433366Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8928 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:42:50.648559Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=12924 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:42:50.695579Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=12927 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:42:50.849743Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=31522 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:42:51.173224Z [info     ] request finished               [http.access] client_addr=127.0.0.1:56490 duration_us=5766 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
